Followers,Following,Posts,Engagement Rate (%),Avg Likes per Post,Avg Comments per Post,Verified,Account Age (Years),Bio Text,Account Type
49023,4997,290,8.47,332,22,0,9,Passionate traveler and food lover,Real
6570,2720,248,2.58,572,62,0,4,Follow for daily inspiration 🌟,Fake
42874,4653,51,5.297355585533725,568,98,1,1,Nature lover | Saving the planet 🌍,Fake
40531,3587,499,7.0821191533466585,0,42,0,5,Digital nomad living my best life 🌴,Fake
10740,1269,425,9.5,431,93,0,9,Business inquiries? Contact below 👇,Fake
24943,1572,103,5.470602665780004,532,30,1,5,Love exploring new places 🌎,Real
10852,913,190,0.0,719,29,1,10,Love exploring new places 🌎,Fake
43993,4999,478,10.0,999,45,0,2,Passionate traveler and food lover,Real
28023,10,0,10.0,591,0,0,9,Aspiring artist | Drawing my dreams,Real
19002,1367,81,8.83,96,7,1,2,Fitness enthusiast 💪 | Health advocate,Real
36021,999,59,7.09,504,93,0,3,Nature lover | Saving the planet 🌍,Fake
34842,1496,354,3.33,53,73,0,11,Foodie | Reviews and recipes,Real
24781,4872,231,4.8,509,62,0,10,Passionate traveler and food lover,Fake
4253,1569,269,0.2573475409753127,553,40,1,5,Passionate traveler and food lover,Fake
26321,3413,106,4.94,811,25,0,10,Follow for daily inspiration 🌟,Fake
14924,256,80,9.13,881,25,1,6,Entrepreneur & lifestyle blogger,Real
25076,1576,111,9.44,190,82,0,11,Foodie | Reviews and recipes,Real
14146,3109,499,10.0,999,62,0,10,Love exploring new places 🌎,Real
40180,2777,132,1.07,905,13,0,6,Nature lover | Saving the planet 🌍,Real
34180,937,22,8.38,670,58,0,8,Aspiring artist | Drawing my dreams,Real
3126,1344,341,0.0,630,45,1,6,Aspiring artist | Drawing my dreams,Real
3463,4966,205,0.74,768,41,0,4,Business inquiries? Contact below 👇,Real
26279,1303,60,0.0,857,70,1,3,Foodie | Reviews and recipes,Fake
12376,1737,185,7.26,217,69,0,4,Passionate traveler and food lover,Real
47164,4931,373,2.91,557,67,0,8,Check out my website for more updates!,Fake
31535,1089,230,6.836204196022253,153,19,0,8,DM for collaborations or inquiries!,Fake
2927,3550,440,6.8,996,62,0,7,Check out my website for more updates!,Fake
38824,2283,211,4.78,290,81,0,5,Passionate traveler and food lover,Real
26403,230,60,9.42,73,86,0,9,Personal blog | Stay positive ✨,Real
14972,4800,147,6.45,116,58,0,8,Check out my website for more updates!,Real
19915,1382,95,3.48,236,4,0,7,Nature lover | Saving the planet 🌍,Real
47796,346,158,1.86,360,99,0,9,Personal blog | Stay positive ✨,Real
33089,4147,293,4.182514863049788,863,87,0,4,Follow for daily inspiration 🌟,Real
35057,2052,422,6.8,357,31,0,5,DM for collaborations or inquiries!,Fake
5679,3046,106,2.96,8,98,0,9,Personal blog | Stay positive ✨,Real
49430,33,51,1.85,737,64,0,8,Passionate traveler and food lover,Real
1184,1211,394,9.41,64,86,0,8,Check out my website for more updates!,Real
30982,3012,188,4.4499555367123005,772,46,1,8,Fitness enthusiast 💪 | Health advocate,Fake
40639,2424,321,5.73,208,6,0,9,Fitness enthusiast 💪 | Health advocate,Fake
49998,1235,66,2.851452046429217,341,98,0,7,Follow for daily inspiration 🌟,Real
47155,2690,238,9.082185913483094,544,98,0,2,Aspiring artist | Drawing my dreams,Real
17133,3647,347,7.25,495,26,0,9,Follow for daily inspiration 🌟,Fake
18974,1541,306,0.0,352,0,0,6,Personal blog | Stay positive ✨,Fake
12845,1544,454,6.82,971,99,0,10,Foodie | Reviews and recipes,Real
24294,2551,96,4.47,27,90,1,3,Digital nomad living my best life 🌴,Fake
6498,1748,157,2.45,616,36,0,7,Business inquiries? Contact below 👇,Real
17555,3817,126,9.52,304,60,0,3,Love exploring new places 🌎,Fake
36279,4386,151,8.42,510,29,0,9,Check out my website for more updates!,Fake
11881,1142,88,3.65,462,39,1,7,Sharing moments from my journey,Fake
26542,2650,68,4.88,684,23,0,5,Foodie | Reviews and recipes,Fake
17338,597,254,7.693603678492559,999,77,0,1,DM for collaborations or inquiries!,Fake
40320,1497,125,6.562726677587592,683,0,0,10,DM for collaborations or inquiries!,Fake
45107,3637,75,9.95,973,88,0,4,DM for collaborations or inquiries!,Fake
28418,1054,166,0.0,335,71,0,2,Nature lover | Saving the planet 🌍,Fake
14254,4506,403,9.72,578,36,0,11,Fitness enthusiast 💪 | Health advocate,Fake
14922,1342,212,5.02,485,60,0,3,Aspiring artist | Drawing my dreams,Real
28544,4849,259,1.7233729952421837,406,57,1,4,Love exploring new places 🌎,Fake
38530,3057,369,7.52,448,29,0,9,Sharing moments from my journey,Real
45163,384,88,2.83,972,97,0,8,Love exploring new places 🌎,Fake
33999,3634,214,9.517530234696364,290,18,1,6,Check out my website for more updates!,Fake
11541,1735,413,0.9796383719355148,962,4,0,3,Foodie | Reviews and recipes,Real
21981,2182,116,4.077659884139748,413,89,1,3,Photographer and content creator 📸,Real
39006,4529,65,6.94,528,61,0,6,Photographer and content creator 📸,Real
17385,3730,436,8.02,856,68,0,9,Fitness enthusiast 💪 | Health advocate,Real
21460,3963,354,3.62,159,37,0,4,Love exploring new places 🌎,Fake
44831,725,325,5.99,699,57,0,4,Aspiring artist | Drawing my dreams,Fake
23844,1755,499,0.0,325,93,0,9,Digital nomad living my best life 🌴,Real
28412,181,303,2.94,895,92,0,4,Love exploring new places 🌎,Fake
3078,10,171,4.717279584845761,641,59,0,2,Foodie | Reviews and recipes,Real
9159,3701,299,4.47,429,87,0,6,Follow for daily inspiration 🌟,Fake
5832,10,190,4.05535290615433,999,45,0,4,Business inquiries? Contact below 👇,Fake
29098,4999,499,3.5884929576865536,401,18,1,11,Aspiring artist | Drawing my dreams,Real
10943,337,438,6.15,630,51,0,9,Aspiring artist | Drawing my dreams,Real
2598,1744,345,6.18,552,79,0,8,DM for collaborations or inquiries!,Real
15993,493,3,6.11,338,78,0,5,Sharing moments from my journey,Real
49293,560,428,1.56,347,0,0,6,DM for collaborations or inquiries!,Real
53,4999,475,0.0,777,84,0,5,Fitness enthusiast 💪 | Health advocate,Real
11348,4746,196,9.45652678454828,425,49,0,6,Photographer and content creator 📸,Real
43667,774,344,9.18,337,27,0,3,Nature lover | Saving the planet 🌍,Fake
30786,4486,156,6.94,549,0,0,2,Business inquiries? Contact below 👇,Real
34099,55,384,9.04,344,22,0,4,Fitness enthusiast 💪 | Health advocate,Fake
26253,2276,258,6.46773446128636,268,48,0,6,Foodie | Reviews and recipes,Fake
43254,1591,92,1.13,300,98,0,6,Digital nomad living my best life 🌴,Fake
34360,4852,199,0.15,231,77,0,3,Digital nomad living my best life 🌴,Fake
29011,2561,438,5.551795600134581,165,95,1,11,Love exploring new places 🌎,Fake
31021,2448,402,9.17,853,57,0,5,Check out my website for more updates!,Fake
45799,3566,309,5.509455684362592,762,24,1,9,Fitness enthusiast 💪 | Health advocate,Real
19995,1440,109,6.49,387,58,0,5,Personal blog | Stay positive ✨,Real
41906,4432,137,1.86,375,4,0,7,Check out my website for more updates!,Fake
23347,4137,499,7.097071210900997,577,71,1,7,Follow for daily inspiration 🌟,Fake
27243,1333,245,3.6,828,33,0,7,Photographer and content creator 📸,Real
23016,2883,269,5.96837344182269,489,55,0,7,Foodie | Reviews and recipes,Fake
19012,10,0,3.255171466880623,105,51,1,3,Digital nomad living my best life 🌴,Fake
10778,4249,136,2.33,647,83,0,11,Fitness enthusiast 💪 | Health advocate,Fake
14643,1860,445,4.120149149928467,179,33,1,10,Digital nomad living my best life 🌴,Real
24752,1582,209,5.995258576009872,852,8,1,6,Business inquiries? Contact below 👇,Fake
40579,1276,131,5.99,724,64,0,3,Foodie | Reviews and recipes,Real
2803,274,233,4.7,591,95,0,7,Sharing moments from my journey,Fake
31668,389,485,2.53,937,4,1,4,Follow for daily inspiration 🌟,Fake
2616,2185,261,9.43,984,50,1,8,Aspiring artist | Drawing my dreams,Fake
22464,2636,266,0.3915019095984178,351,26,1,5,DM for collaborations or inquiries!,Real
11451,736,189,2.73,878,51,0,5,Check out my website for more updates!,Real
22776,4133,367,0.51,386,21,1,6,Nature lover | Saving the planet 🌍,Real
36676,315,250,1.95,332,79,0,10,Entrepreneur & lifestyle blogger,Real
41480,3713,262,4.87,33,94,1,2,Digital nomad living my best life 🌴,Fake
11551,1357,246,5.1,653,10,0,11,Entrepreneur & lifestyle blogger,Real
731,1717,408,9.8,24,30,0,6,Entrepreneur & lifestyle blogger,Real
19534,4440,117,0.81,288,2,1,3,Sharing moments from my journey,Real
34168,49,90,5.962447405364202,122,60,1,6,Personal blog | Stay positive ✨,Real
48547,3236,193,4.134866572484833,887,63,0,4,Sharing moments from my journey,Fake
34356,3570,350,4.69,243,79,0,9,Business inquiries? Contact below 👇,Fake
12530,3976,239,5.812328413504788,515,27,1,8,Personal blog | Stay positive ✨,Fake
1283,1527,435,4.41,657,4,0,7,Photographer and content creator 📸,Fake
37279,36,145,4.39,563,37,0,11,DM for collaborations or inquiries!,Fake
22431,1511,489,6.5,87,31,0,8,DM for collaborations or inquiries!,Fake
29922,1422,212,3.47500709712896,204,34,1,5,Business inquiries? Contact below 👇,Real
15682,3540,13,9.97,890,86,0,5,DM for collaborations or inquiries!,Real
29623,972,350,7.105413470295103,521,67,0,3,Check out my website for more updates!,Real
15677,880,430,3.63,782,31,1,2,Foodie | Reviews and recipes,Real
30224,3891,409,8.572025233171978,300,52,0,4,Foodie | Reviews and recipes,Fake
33171,1267,443,1.27,796,23,1,9,Check out my website for more updates!,Fake
8198,2603,385,4.6348622875824255,104,56,0,5,Foodie | Reviews and recipes,Fake
37258,3488,167,0.14,837,89,0,6,Sharing moments from my journey,Fake
1502,4346,200,4.57,67,38,0,6,Sharing moments from my journey,Fake
27980,2494,124,7.430196320741837,0,96,1,4,Love exploring new places 🌎,Fake
16763,2886,442,2.395385173531021,683,0,0,3,Foodie | Reviews and recipes,Real
28768,133,255,8.71,736,50,0,5,Fitness enthusiast 💪 | Health advocate,Fake
48266,877,90,3.98,703,78,0,10,Business inquiries? Contact below 👇,Real
28558,2594,416,5.61,445,65,0,4,Aspiring artist | Drawing my dreams,Real
46374,203,292,8.94,990,54,0,9,Entrepreneur & lifestyle blogger,Fake
28993,2168,91,1.01,531,27,0,4,Follow for daily inspiration 🌟,Fake
37038,194,310,8.78,360,10,0,4,Love exploring new places 🌎,Fake
19484,3314,222,4.86,289,11,0,8,Follow for daily inspiration 🌟,Real
22950,1118,143,3.355698738660787,293,60,1,5,Nature lover | Saving the planet 🌍,Fake
16185,4195,462,1.3737519468969288,380,99,1,9,Personal blog | Stay positive ✨,Fake
21311,4999,287,0.0,999,41,0,5,Entrepreneur & lifestyle blogger,Fake
53,2611,309,0.3163869393956613,803,51,0,7,Business inquiries? Contact below 👇,Real
10868,4657,65,3.387703794713646,716,41,0,8,Entrepreneur & lifestyle blogger,Fake
49932,4631,362,5.46,410,4,0,7,Fitness enthusiast 💪 | Health advocate,Real
23089,3771,215,0.22,719,67,0,5,Follow for daily inspiration 🌟,Real
738,43,169,3.33,139,39,1,3,Love exploring new places 🌎,Fake
12823,3700,342,10.0,310,51,1,7,Nature lover | Saving the planet 🌍,Real
32933,2732,170,2.31,654,90,0,9,Passionate traveler and food lover,Real
8969,374,116,3.16,359,46,0,10,Passionate traveler and food lover,Fake
41980,3632,424,0.37,649,54,0,6,Business inquiries? Contact below 👇,Fake
33562,1851,414,0.14,122,32,0,6,Nature lover | Saving the planet 🌍,Real
26772,2606,379,3.93,49,99,0,2,Sharing moments from my journey,Real
18382,1711,239,5.11,273,2,0,5,Aspiring artist | Drawing my dreams,Real
40314,418,137,3.47,735,6,0,6,Personal blog | Stay positive ✨,Fake
13048,268,52,8.84,150,13,0,10,Digital nomad living my best life 🌴,Real
19117,4280,393,4.98,886,69,0,4,Sharing moments from my journey,Real
43196,3640,369,2.17,525,5,0,3,Nature lover | Saving the planet 🌍,Fake
47293,1351,299,5.84,273,6,0,2,Love exploring new places 🌎,Real
44445,4532,368,5.45,275,5,0,5,Nature lover | Saving the planet 🌍,Real
9190,3731,250,8.83,577,13,0,6,Entrepreneur & lifestyle blogger,Fake
15547,1844,180,7.976610459667451,882,67,0,1,Foodie | Reviews and recipes,Fake
24314,3128,199,0.0,727,74,0,9,Personal blog | Stay positive ✨,Real
36848,4627,347,1.19,738,98,1,2,Fitness enthusiast 💪 | Health advocate,Fake
30953,2559,211,8.68,384,60,0,4,Fitness enthusiast 💪 | Health advocate,Real
41119,4102,295,5.44,762,45,0,7,Nature lover | Saving the planet 🌍,Real
16685,3355,96,3.31,101,11,0,8,Nature lover | Saving the planet 🌍,Fake
30513,4079,147,6.208292170063338,169,54,0,3,Aspiring artist | Drawing my dreams,Fake
39472,2444,28,7.05,705,33,0,6,Fitness enthusiast 💪 | Health advocate,Fake
43260,1268,218,1.66,329,93,1,5,Sharing moments from my journey,Real
29367,2051,478,8.7,106,86,1,7,Fitness enthusiast 💪 | Health advocate,Real
2585,1571,70,8.795698709771903,221,53,1,10,Aspiring artist | Drawing my dreams,Fake
6915,2255,226,7.99,243,8,1,7,Entrepreneur & lifestyle blogger,Fake
43346,769,190,8.37,864,76,0,7,Sharing moments from my journey,Real
12159,1122,41,4.78,336,14,0,10,Follow for daily inspiration 🌟,Real
28295,2780,154,8.04,372,44,0,11,Personal blog | Stay positive ✨,Real
11204,3738,53,4.23,958,14,0,7,Personal blog | Stay positive ✨,Fake
9622,2140,387,8.01,37,51,0,5,Foodie | Reviews and recipes,Fake
19243,2872,406,2.1385516286126,563,65,1,9,Check out my website for more updates!,Fake
37215,4999,267,5.117543344429698,837,54,1,8,Personal blog | Stay positive ✨,Fake
43218,2378,314,10.0,806,37,0,7,Aspiring artist | Drawing my dreams,Real
10665,2275,0,1.8189489555424867,344,48,0,5,Check out my website for more updates!,Fake
37681,2648,157,7.881511555749256,0,85,0,7,Entrepreneur & lifestyle blogger,Fake
45295,4731,220,5.199166599346243,914,62,0,4,Aspiring artist | Drawing my dreams,Real
46134,1085,89,3.05,584,87,0,8,Sharing moments from my journey,Fake
7104,944,434,6.87,460,42,0,6,Follow for daily inspiration 🌟,Real
7339,1654,142,2.73,318,37,0,4,Passionate traveler and food lover,Fake
49090,3206,48,2.97,120,29,0,11,Personal blog | Stay positive ✨,Real
30048,1318,197,9.41,673,69,1,10,Passionate traveler and food lover,Fake
41811,4555,259,6.1,299,37,0,10,Photographer and content creator 📸,Fake
11449,2108,122,8.08,755,84,0,6,Business inquiries? Contact below 👇,Fake
25329,590,205,3.16,925,49,0,8,Check out my website for more updates!,Fake
24487,3328,141,1.82,991,29,0,6,Check out my website for more updates!,Fake
49598,2714,265,2.17,188,5,0,3,Check out my website for more updates!,Fake
45980,894,228,9.75,73,31,0,11,Nature lover | Saving the planet 🌍,Fake
19449,4771,277,8.34,532,87,0,7,Passionate traveler and food lover,Fake
14420,3390,478,6.96,405,47,0,2,Sharing moments from my journey,Real
29665,1522,412,2.22,894,21,0,11,DM for collaborations or inquiries!,Real
7215,2111,133,3.7,166,95,1,8,Aspiring artist | Drawing my dreams,Real
10265,1236,236,4.14,383,28,0,3,Passionate traveler and food lover,Fake
11902,3441,240,3.19,947,57,0,5,Love exploring new places 🌎,Real
12169,3643,248,2.71,721,42,0,6,Digital nomad living my best life 🌴,Fake
35520,1464,175,6.27,823,14,0,4,Sharing moments from my journey,Fake
2789,3706,98,9.02,946,7,0,4,Entrepreneur & lifestyle blogger,Fake
38867,4114,372,5.626907250298918,520,74,0,6,Fitness enthusiast 💪 | Health advocate,Fake
22188,4142,251,7.270201684343398,999,79,1,7,Fitness enthusiast 💪 | Health advocate,Real
23359,2010,353,0.06,725,15,0,4,Business inquiries? Contact below 👇,Real
34432,101,339,5.63,134,60,0,3,Nature lover | Saving the planet 🌍,Real
53,3069,297,6.515705527310959,569,72,0,1,Passionate traveler and food lover,Fake
40439,3992,355,1.99,859,4,0,9,Photographer and content creator 📸,Fake
3461,4152,144,7.878391803711977,701,16,1,9,Love exploring new places 🌎,Fake
9485,2792,261,2.13,742,29,0,11,Passionate traveler and food lover,Real
27434,2804,145,1.9802463001594943,139,70,1,5,Love exploring new places 🌎,Real
31793,2756,179,9.86,577,35,0,8,Photographer and content creator 📸,Fake
1084,2656,293,4.38,764,37,1,8,Foodie | Reviews and recipes,Fake
1884,386,138,9.2,341,65,0,4,Sharing moments from my journey,Real
21770,3351,46,5.61,334,36,0,7,Follow for daily inspiration 🌟,Fake
36533,3325,341,2.33,326,51,0,6,Fitness enthusiast 💪 | Health advocate,Real
12342,2582,106,7.92,352,76,0,10,Personal blog | Stay positive ✨,Real
33424,86,281,8.04,93,41,0,10,Fitness enthusiast 💪 | Health advocate,Fake
16976,4999,287,10.0,0,36,0,6,Personal blog | Stay positive ✨,Real
39332,1912,416,9.96,410,81,0,3,Digital nomad living my best life 🌴,Fake
10870,2070,169,1.95,955,79,0,3,Photographer and content creator 📸,Fake
19522,148,306,1.7,212,66,0,7,Check out my website for more updates!,Real
12402,3164,345,3.88,785,83,0,1,Entrepreneur & lifestyle blogger,Fake
2178,4902,106,4.68,211,48,1,7,Sharing moments from my journey,Real
34115,2412,342,5.100973582079988,93,46,0,8,Entrepreneur & lifestyle blogger,Real
48870,4397,210,2.18,384,30,0,4,Follow for daily inspiration 🌟,Real
33927,4220,68,7.36,43,63,0,5,Personal blog | Stay positive ✨,Fake
7921,1772,151,8.88,493,84,0,2,Nature lover | Saving the planet 🌍,Real
53,4999,252,6.964666995850939,524,77,1,9,Aspiring artist | Drawing my dreams,Real
12892,4683,244,7.97,953,49,0,10,Nature lover | Saving the planet 🌍,Real
3672,1274,127,9.29,535,37,0,10,Personal blog | Stay positive ✨,Real
7655,2763,136,2.03,513,73,0,2,Digital nomad living my best life 🌴,Fake
15714,17,239,9.55,808,97,0,9,Check out my website for more updates!,Real
27175,4591,14,2.3,315,25,0,5,Foodie | Reviews and recipes,Real
28489,2086,265,3.915414364381553,696,9,0,8,Passionate traveler and food lover,Fake
23075,4182,232,9.38,253,6,0,9,Personal blog | Stay positive ✨,Real
33754,1986,209,1.25,773,78,0,8,Photographer and content creator 📸,Fake
878,275,129,4.17,53,57,0,7,Foodie | Reviews and recipes,Real
20907,3624,169,7.4,212,19,0,8,Nature lover | Saving the planet 🌍,Real
39471,347,299,2.93,697,23,1,8,Fitness enthusiast 💪 | Health advocate,Real
33441,4605,469,9.96,764,84,1,7,Foodie | Reviews and recipes,Fake
44307,4647,464,9.54,165,68,0,6,Fitness enthusiast 💪 | Health advocate,Real
4465,1627,304,1.644536222087002,355,12,1,10,Nature lover | Saving the planet 🌍,Real
46963,1583,486,3.834107285503531,827,77,1,7,Sharing moments from my journey,Real
35421,2825,470,3.45,441,93,0,9,Nature lover | Saving the planet 🌍,Real
42099,759,112,8.08,34,29,0,7,Nature lover | Saving the planet 🌍,Fake
14994,2616,350,1.0618185053763964,0,61,0,3,Love exploring new places 🌎,Real
28283,3991,380,1.5807035101446156,600,31,1,6,Digital nomad living my best life 🌴,Real
25219,4344,482,7.39,879,73,0,8,Photographer and content creator 📸,Real
37121,2954,241,8.86421829526666,729,94,1,8,Personal blog | Stay positive ✨,Fake
20980,1618,373,7.116092739959414,729,37,1,9,Business inquiries? Contact below 👇,Real
49852,928,454,8.31,810,53,0,3,Personal blog | Stay positive ✨,Real
42876,2707,267,0.37,705,29,0,9,Personal blog | Stay positive ✨,Fake
8829,2302,481,1.96,180,38,0,7,Business inquiries? Contact below 👇,Real
6213,4202,62,7.1,89,43,0,8,Aspiring artist | Drawing my dreams,Real
13606,3414,33,4.2918030560171765,282,95,1,6,Foodie | Reviews and recipes,Fake
247,272,181,1.03,800,75,0,6,DM for collaborations or inquiries!,Fake
33957,2032,214,5.25,723,17,0,7,Personal blog | Stay positive ✨,Fake
24777,2097,235,9.28,70,94,1,3,Digital nomad living my best life 🌴,Real
22111,2240,248,8.71,474,26,0,6,DM for collaborations or inquiries!,Real
28674,2036,235,3.2644271824647144,381,51,1,7,Nature lover | Saving the planet 🌍,Fake
8280,3396,374,4.24,739,43,0,8,Follow for daily inspiration 🌟,Real
37602,3903,267,6.74,472,65,0,7,Aspiring artist | Drawing my dreams,Real
34220,784,306,9.49,336,59,0,11,Fitness enthusiast 💪 | Health advocate,Real
46113,3471,336,5.138387859503026,124,27,1,2,Entrepreneur & lifestyle blogger,Real
20185,155,84,3.4,785,59,0,4,Photographer and content creator 📸,Real
35689,2043,176,9.58,98,11,0,10,Fitness enthusiast 💪 | Health advocate,Real
36695,1461,307,5.207184098910439,120,68,0,6,Nature lover | Saving the planet 🌍,Fake
47816,1714,271,7.9,718,45,0,11,Fitness enthusiast 💪 | Health advocate,Fake
6610,4307,183,6.68,461,98,0,8,Entrepreneur & lifestyle blogger,Fake
25701,1969,208,1.6675479782369829,406,65,0,5,Fitness enthusiast 💪 | Health advocate,Fake
28364,10,160,6.686537980153373,438,39,1,9,Photographer and content creator 📸,Fake
48705,2279,325,1.61,90,19,0,3,Love exploring new places 🌎,Real
32924,2053,321,3.98545124859672,258,62,0,11,Fitness enthusiast 💪 | Health advocate,Fake
20392,3406,167,3.56,970,4,0,9,Love exploring new places 🌎,Real
21742,2980,115,2.77,567,39,0,3,Check out my website for more updates!,Fake
38298,3164,238,1.21,465,97,0,10,Photographer and content creator 📸,Fake
49998,980,499,5.5590258378871225,0,99,1,6,Fitness enthusiast 💪 | Health advocate,Real
44427,2807,215,10.0,231,95,0,11,Sharing moments from my journey,Real
16714,163,343,6.2,930,33,0,11,Entrepreneur & lifestyle blogger,Real
14097,4529,206,6.15,904,59,1,7,Business inquiries? Contact below 👇,Real
35734,3015,60,9.86,856,33,0,6,Digital nomad living my best life 🌴,Real
9551,2415,130,4.51,736,65,0,3,Business inquiries? Contact below 👇,Fake
19728,3035,285,5.916381460090772,241,30,0,5,Aspiring artist | Drawing my dreams,Fake
38318,808,142,3.22,101,88,0,5,Entrepreneur & lifestyle blogger,Real
9861,3760,378,5.032073644096815,119,14,0,6,Personal blog | Stay positive ✨,Real
30689,4999,252,1.5896497126473164,134,81,1,4,Nature lover | Saving the planet 🌍,Fake
1390,819,333,0.98,202,78,0,11,Passionate traveler and food lover,Real
41449,1516,383,1.85,665,32,0,8,Personal blog | Stay positive ✨,Fake
1427,3792,163,2.932136645532248,734,87,0,3,Follow for daily inspiration 🌟,Fake
44175,2639,490,6.09,201,57,0,5,Aspiring artist | Drawing my dreams,Real
2713,2534,17,8.98,546,12,0,7,Business inquiries? Contact below 👇,Fake
15461,1226,213,3.3205387852166965,85,42,1,11,Entrepreneur & lifestyle blogger,Fake
3511,1672,381,9.23,361,3,0,4,Digital nomad living my best life 🌴,Fake
494,412,106,2.31,107,33,0,3,Nature lover | Saving the planet 🌍,Real
14559,4944,114,7.86,680,91,1,3,Fitness enthusiast 💪 | Health advocate,Real
24817,2465,314,0.61,850,13,0,10,Personal blog | Stay positive ✨,Real
24935,2508,255,0.0551920461179467,820,61,0,8,Aspiring artist | Drawing my dreams,Real
3544,2786,0,10.0,399,26,0,6,Photographer and content creator 📸,Real
12926,2203,227,0.26,784,93,0,9,Check out my website for more updates!,Real
49998,427,330,3.2507046010620506,661,58,0,7,Digital nomad living my best life 🌴,Fake
3460,3523,307,2.6750749699633536,702,19,0,7,Follow for daily inspiration 🌟,Fake
49998,1791,212,1.8348600890478053,120,22,0,5,Entrepreneur & lifestyle blogger,Fake
26538,2359,60,3.03637145465562,217,0,0,7,Follow for daily inspiration 🌟,Fake
36108,699,210,4.689045714974736,999,56,0,6,Personal blog | Stay positive ✨,Real
7758,3346,74,6.659945904689741,603,15,1,5,Check out my website for more updates!,Fake
7724,1355,125,8.82,616,81,0,11,Aspiring artist | Drawing my dreams,Real
40428,3400,384,3.5287926642559597,359,0,0,6,Passionate traveler and food lover,Fake
25279,3913,289,7.126777360624645,339,54,0,4,Entrepreneur & lifestyle blogger,Real
15766,171,421,6.61,19,28,0,5,DM for collaborations or inquiries!,Fake
36483,3473,499,6.239211985993808,754,0,1,7,Foodie | Reviews and recipes,Fake
2121,1971,308,2.41,411,10,0,9,Aspiring artist | Drawing my dreams,Real
27862,2100,291,3.42,648,92,0,9,Passionate traveler and food lover,Real
