Followers,Following,Posts,Engagement Rate (%),Avg Likes per Post,Avg Comments per Post,Verified,Account Age (Years),Bio Text,Account Type
3252,2138,9,6.37,256,66,1,7,Passionate traveler and food lover,Fake
29535,4460,21,3.08,461,10,0,1,Digital nomad living my best life 🌴,Real
43684,2926,360,3.33,425,68,0,9,Nature lover | Saving the planet 🌍,Real
28618,415,56,8.05,900,87,0,5,Passionate traveler and food lover,Fake
12267,4445,32,6.74,497,30,0,1,Photographer and content creator 📸,Real
25920,3018,166,9.05,339,75,0,4,Fitness enthusiast 💪 | Health advocate,Real
36034,4812,461,7.01,202,46,0,8,Nature lover | Saving the planet 🌍,Fake
36240,4709,38,5.26,907,82,0,9,Foodie | Reviews and recipes,Fake
41356,4666,191,0.11,508,12,0,5,Aspiring artist | Drawing my dreams,Fake
4519,2272,398,5.54,613,71,0,9,Entrepreneur & lifestyle blogger,Real
47692,2671,48,6.75,236,12,0,7,Business inquiries? Contact below 👇,Fake
23399,2947,105,5.5,770,63,0,7,Photographer and content creator 📸,Fake
42341,3645,186,5.78,708,17,0,2,DM for collaborations or inquiries!,Real
32408,165,5,2.06,828,94,0,3,Love exploring new places 🌎,Fake
28396,1406,394,4.21,922,75,0,10,Follow for daily inspiration 🌟,Real
37732,2204,438,3.93,329,3,0,6,Love exploring new places 🌎,Real
21295,3343,305,3.18,556,4,0,2,Aspiring artist | Drawing my dreams,Fake
46983,2038,296,2.41,1,72,0,1,Passionate traveler and food lover,Real
47162,2791,471,8.45,520,22,0,11,Love exploring new places 🌎,Fake
4122,1892,19,2.3,544,40,0,4,Business inquiries? Contact below 👇,Real
33832,263,417,8.87,558,20,0,10,Follow for daily inspiration 🌟,Fake
46054,1770,491,1.53,887,67,0,4,Entrepreneur & lifestyle blogger,Real
11171,179,495,0.31,883,92,0,8,Personal blog | Stay positive ✨,Real
2598,1744,345,6.18,552,79,0,8,DM for collaborations or inquiries!,Real
26608,3450,460,8.56,426,84,0,9,Follow for daily inspiration 🌟,Real
46541,1396,283,5.58,881,85,0,8,Business inquiries? Contact below 👇,Real
7684,3251,0,8.77,265,22,0,9,Check out my website for more updates!,Fake
39106,4216,228,8.36,63,74,0,7,Personal blog | Stay positive ✨,Fake
31681,1310,452,6.94,853,28,0,4,Nature lover | Saving the planet 🌍,Fake
32650,3116,227,9.87,204,11,0,2,Fitness enthusiast 💪 | Health advocate,Fake
19057,312,175,5.09,14,15,0,10,Business inquiries? Contact below 👇,Fake
29227,2215,113,8.09,931,18,0,11,Photographer and content creator 📸,Fake
43866,1804,151,1.32,564,42,0,2,Photographer and content creator 📸,Real
45467,3374,376,8.78,672,86,0,11,Business inquiries? Contact below 👇,Fake
29201,4754,261,2.98,986,9,0,9,Follow for daily inspiration 🌟,Real
49143,4514,483,2.54,702,57,0,2,Entrepreneur & lifestyle blogger,Fake
5439,1345,67,9.52,620,44,0,7,Business inquiries? Contact below 👇,Real
31995,1485,49,1.03,137,65,0,8,Follow for daily inspiration 🌟,Real
35520,1464,175,6.27,823,14,0,4,Sharing moments from my journey,Fake
28589,4368,4,2.86,21,38,0,8,Foodie | Reviews and recipes,Fake
29908,1335,391,4.82,460,78,0,11,Fitness enthusiast 💪 | Health advocate,Fake
13058,4036,345,8.05,726,17,0,2,DM for collaborations or inquiries!,Real
18041,1415,317,3.27,338,93,0,1,DM for collaborations or inquiries!,Real
11488,3874,366,9.23,49,25,0,2,Check out my website for more updates!,Real
32604,3643,258,5.78,504,0,0,1,Follow for daily inspiration 🌟,Real
19758,76,204,7.72,804,2,1,8,Personal blog | Stay positive ✨,Real
46342,4340,453,6.15,450,13,0,7,DM for collaborations or inquiries!,Fake
42060,3320,391,4.59,377,92,0,4,Follow for daily inspiration 🌟,Fake
37446,3098,358,6.03,642,32,0,4,Foodie | Reviews and recipes,Fake
3212,3694,91,2.75,338,80,0,4,Digital nomad living my best life 🌴,Fake
34884,1415,220,7.85,724,82,0,10,Photographer and content creator 📸,Fake
24349,3942,265,8.95,465,73,1,2,Foodie | Reviews and recipes,Fake
17555,3817,126,9.52,304,60,0,3,Love exploring new places 🌎,Fake
334,2565,134,6.79,329,68,0,2,DM for collaborations or inquiries!,Fake
1723,697,402,3.36,604,33,0,3,Digital nomad living my best life 🌴,Real
10910,3776,343,7.19,880,46,0,4,DM for collaborations or inquiries!,Fake
42602,3540,28,9.0,930,49,0,2,Aspiring artist | Drawing my dreams,Real
14898,15,268,7.51,412,63,0,7,Digital nomad living my best life 🌴,Real
28772,1588,417,3.77,961,10,0,6,Fitness enthusiast 💪 | Health advocate,Real
17511,536,29,4.53,337,21,0,2,Aspiring artist | Drawing my dreams,Fake
16582,2444,88,8.85,518,8,0,7,DM for collaborations or inquiries!,Real
26006,939,8,4.6,338,73,1,8,Photographer and content creator 📸,Fake
29396,4580,440,8.29,178,43,0,3,Business inquiries? Contact below 👇,Fake
41980,3632,424,0.37,649,54,0,6,Business inquiries? Contact below 👇,Fake
16127,1947,181,8.71,21,43,0,9,Aspiring artist | Drawing my dreams,Real
9613,1575,318,3.64,261,22,1,9,Photographer and content creator 📸,Fake
40814,4320,365,4.02,632,80,0,10,Entrepreneur & lifestyle blogger,Fake
2713,2534,17,8.98,546,12,0,7,Business inquiries? Contact below 👇,Fake
31953,3557,457,9.16,784,40,0,4,Digital nomad living my best life 🌴,Fake
48264,1662,96,9.44,949,27,0,7,Fitness enthusiast 💪 | Health advocate,Fake
6359,4137,410,5.21,565,26,0,11,Follow for daily inspiration 🌟,Real
26550,1708,448,8.41,282,74,0,3,Photographer and content creator 📸,Real
10691,3936,88,1.62,787,83,0,2,Passionate traveler and food lover,Real
30312,2116,364,4.21,726,81,0,4,Personal blog | Stay positive ✨,Fake
9751,3570,41,1.98,262,61,0,4,Sharing moments from my journey,Fake
44907,3985,112,6.89,56,85,0,4,Passionate traveler and food lover,Fake
40034,1079,29,3.1,623,28,0,3,Follow for daily inspiration 🌟,Real
47014,776,55,6.97,515,48,0,9,Love exploring new places 🌎,Fake
5017,2556,188,4.05,512,32,0,9,Passionate traveler and food lover,Real
12279,4415,144,2.24,142,61,1,8,Entrepreneur & lifestyle blogger,Fake
42838,1471,32,1.43,101,53,0,3,Photographer and content creator 📸,Real
7364,579,214,2.76,503,84,0,3,Personal blog | Stay positive ✨,Fake
13343,2420,104,9.19,222,68,0,3,Business inquiries? Contact below 👇,Real
12959,4554,303,3.39,882,4,0,9,Entrepreneur & lifestyle blogger,Fake
30470,3057,45,2.95,384,32,0,10,Personal blog | Stay positive ✨,Real
33125,1484,476,2.49,42,19,0,2,Follow for daily inspiration 🌟,Fake
20688,4037,321,6.2,287,89,0,8,Business inquiries? Contact below 👇,Fake
16220,1038,373,6.51,843,62,0,9,Fitness enthusiast 💪 | Health advocate,Real
19209,1608,490,7.48,194,13,1,6,Passionate traveler and food lover,Fake
28637,2365,451,9.38,400,20,0,10,Follow for daily inspiration 🌟,Fake
22208,4813,486,3.23,36,68,0,5,DM for collaborations or inquiries!,Real
30108,1499,481,1.27,357,58,0,9,Sharing moments from my journey,Real
49198,4258,273,1.52,419,15,0,9,Love exploring new places 🌎,Fake
44028,4221,74,1.4,442,14,0,5,Fitness enthusiast 💪 | Health advocate,Fake
22895,1900,374,7.11,316,88,0,7,Nature lover | Saving the planet 🌍,Fake
17376,2092,158,7.02,529,3,0,11,Fitness enthusiast 💪 | Health advocate,Fake
19325,3009,91,6.3,124,94,0,10,Foodie | Reviews and recipes,Fake
24736,4491,375,2.3,757,20,0,11,Aspiring artist | Drawing my dreams,Fake
15466,1351,240,4.33,358,68,0,4,Personal blog | Stay positive ✨,Fake
27488,3252,369,6.38,270,95,0,7,Love exploring new places 🌎,Real
17954,854,495,9.95,961,91,0,5,Love exploring new places 🌎,Fake
27256,4858,143,0.22,973,70,0,10,Personal blog | Stay positive ✨,Real
36647,3042,222,8.72,650,99,0,4,Check out my website for more updates!,Real
9262,4563,356,6.67,758,35,1,9,Personal blog | Stay positive ✨,Fake
41616,4171,445,2.96,751,9,0,2,Check out my website for more updates!,Fake
4561,2598,491,4.48,997,11,0,7,DM for collaborations or inquiries!,Real
44086,3123,378,7.97,708,60,0,4,Digital nomad living my best life 🌴,Fake
15245,4264,217,5.46,309,57,1,5,Aspiring artist | Drawing my dreams,Real
220,4895,435,7.23,525,41,0,4,Follow for daily inspiration 🌟,Fake
28001,118,249,2.33,169,19,0,4,Follow for daily inspiration 🌟,Real
24912,1692,201,7.69,577,14,0,3,Digital nomad living my best life 🌴,Real
33416,3575,382,2.13,890,92,0,5,Sharing moments from my journey,Real
34370,1888,492,2.17,457,31,0,10,Entrepreneur & lifestyle blogger,Real
23168,222,145,9.58,945,15,0,8,Love exploring new places 🌎,Fake
13892,3616,477,0.62,638,51,0,10,Love exploring new places 🌎,Fake
750,4627,130,6.31,474,60,0,2,Nature lover | Saving the planet 🌍,Fake
11086,3603,108,6.33,196,76,0,8,DM for collaborations or inquiries!,Real
27242,3324,137,5.57,600,6,0,2,Passionate traveler and food lover,Real
44640,2464,359,1.61,39,46,0,3,Sharing moments from my journey,Real
38353,4442,476,3.05,412,56,1,6,Fitness enthusiast 💪 | Health advocate,Real
4492,17,254,1.31,415,1,0,3,Photographer and content creator 📸,Real
4911,4695,193,0.64,663,11,0,10,Aspiring artist | Drawing my dreams,Fake
37279,36,145,4.39,563,37,0,11,DM for collaborations or inquiries!,Fake
9227,4040,397,8.97,832,35,0,4,Sharing moments from my journey,Fake
16576,4510,269,4.51,164,81,0,11,Passionate traveler and food lover,Real
20551,1283,470,5.72,182,73,0,8,Aspiring artist | Drawing my dreams,Real
29615,399,339,4.81,95,11,1,8,Fitness enthusiast 💪 | Health advocate,Real
7663,3896,325,3.07,158,61,1,6,Check out my website for more updates!,Real
29261,4043,192,8.42,938,47,1,7,Entrepreneur & lifestyle blogger,Fake
48954,2077,380,6.41,483,77,0,9,Sharing moments from my journey,Fake
10088,2459,119,2.06,241,45,0,6,Digital nomad living my best life 🌴,Fake
21249,4714,179,1.01,615,57,0,3,Love exploring new places 🌎,Real
43495,2251,399,3.33,73,24,0,7,DM for collaborations or inquiries!,Real
